taxonID,identity_at_least_86.5,Assembly_Accession,copy_number,genome_size_Mb,genome_size_bp,log10_cell_mass_g,cell_mass_g
c0901df918bbc840708e187fbfbf3561,98.008,GCA_000953135.1,4,4.43489,4434890,-11.47132145,3.38E-12
c09058a510adf1a63597db62f19279d2,95.618,GCA_000255295.1,3,10.0806,10080600,-9.985473407,1.03E-10
c0973e4da115dee3c5d4555731673a35,97.61,GCA_000024365.1,2,6.0603,6060300,-10.90627449,1.24E-11
c09c4e3e28b6cc25ae6534acee996dd0,100,GCA_000441535.1,6,1.97555,1975550,-12.93463323,1.16E-13
c0a3b953b05cd74d0e6a8e90c53b85c0,96.825,GCA_000013625.1,2,4.11025,4110250,-11.60888234,2.46E-12
c0a50262f35679aedae7e84d30d6d569,96.016,GCA_001596135.1,3,5.61802,5618020,-11.043403,9.05E-12
c0b0d7e709a09468bde7b052dfb31165,98.805,GCA_000764535.1,3,4.0619,4061900,-11.63029489,2.34E-12
c0b233ec11f122a423f142a06c930e6a,100,GCA_003444775.1,3,4.15729,4157290,-11.58829033,2.58E-12
c0b23e72d2910fd57d1f62492c5bb39f,96.414,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
c0b2f248554698ffd61ba4c9bea5fded,99.603,GCA_000196675.1,3,7.30399,7303990,-10.56849929,2.70E-11
c0cc2039ed4c309b72019d2458fc2dcd,96.813,GCA_000730165.2,5,7.38239,7382390,-10.54917923,2.82E-11
c0cc9edd69a2feb94b9705e3e117cb62,95.618,GCA_000635915.2,2,2.97153,2971530,-12.19591617,6.37E-13
c0d61ac21f85298a9901966cfe42a75e,96.414,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
c0da7d3591b38c0ce1ec41b5745766e0,96.016,GCA_003612775.1,3,7.22847,7228470,-10.58730674,2.59E-11
c0ddad2b638688be63087d8a65e7e783,99.203,GCA_000828915.1,2,2.62324,2623240,-12.42150823,3.79E-13
c0e1c9df9a3b5b5c849bdfced7a148b9,97.233,GCA_000204155.1,3,6.73227,6732270,-10.71599365,1.92E-11
c0e3b924c07a266bfe06f17eeff2cd89,96.414,GCA_000013385.1,2,5.01348,5013480,-11.24941964,5.63E-12
c0e4c88553b468116239e0d6e4cd2b70,96.414,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
c0e71aeb1458c1d5c7e7a39613624c87,96.813,GCA_003330725.1,1,7.60073,7600730,-10.49643623,3.19E-11
c0e800184cc6252f4a050a70263c8036,96.016,GCA_000015025.1,1,2.44354,2443540,-12.54991895,2.82E-13
c0e98e0b7eb030a2887c62e5988fbcc4,98.413,GCA_001767255.1,4,2.36545,2365450,-12.60869261,2.46E-13
c0eff04c569e7cc99fd609b6f2df4d2a,98.008,GCA_002151545.1,4,6.18207,6182070,-10.87027534,1.35E-11
c0f20664d0fe87ba55294739e2905583,100,GCA_002007605.1,5,4.7053,4705300,-11.36421951,4.32E-12
c0f21aa5cd9f5c53aca60a52495f0675,96.016,GCA_000220705.2,6,7.13789,7137890,-10.61012562,2.45E-11
c0f26bc9b2896d11be599fd74843fc30,97.211,GCA_000007025.1,1,1.26876,1268760,-13.73591884,1.84E-14
c0f2f5746dd3e3c1a088b668b9c0da29,96.813,GCA_003428335.1,2,5.37334,5373340,-11.12398199,7.52E-12
c0f5669260640f4604e51d8d36f67a6e,96.414,GCA_000284015.1,3,4.87534,4875340,-11.29997955,5.01E-12
c0f7c320d5e0903cc4bb201a42748481,95.618,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
c0f7d87c57ab995184dd8b5f459e013a,99.206,GCA_000196675.1,3,7.30399,7303990,-10.56849929,2.70E-11
c1034a4d49133851b9fc4602d7fb2f5c,98.374,GCA_001922385.1,2,4.81924,4819240,-11.32092269,4.78E-12
c1061d56e9b226bd28e2722b484160e3,97.211,GCA_900475905.1,4,2.00655,2006550,-12.90645839,1.24E-13
c106d479786d1ce48cae756e619bf133,96.414,GCA_000016425.1,3,5.18333,5183330,-11.18912975,6.47E-12
c10787f53abba5c1b6b0aff1a940c640,99.602,GCA_000007645.1,5,2.56461,2564610,-12.46241112,3.45E-13
c1096f10e7c62a13fdeb2f830af338f7,98.519,GCA_000013745.1,2,5.51384,5513840,-11.07727433,8.37E-12
c10ee41a17838db84e91d3653946d763,97.61,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
c10fbe0edd7852feb9999816166bd984,97.61,GCA_001610855.1,3,9.04542,9045420,-10.18154693,6.58E-11
c11451b7682cc12b42f73f5a25133c89,96.85,GCA_001579845.1,1,8.19389,8193890,-10.36045779,4.36E-11
c12e1293e713d5024cdbf1697274db2e,97.211,GCA_001747425.1,3,6.30639,6306390,-10.83424656,1.46E-11
c12ed59c17b33c07be661395758b415d,96.4,GCA_000023585.1,12,7.18493,7184930,-10.59823941,2.52E-11
c1337bc443b9a69422214b970d41144e,99.203,GCA_000024025.1,3,10.4678,10467800,-9.917269099,1.21E-10
c134531a92bac2816bb0974e8558cdfe,98.805,GCA_001889125.1,2,3.40119,3401190,-11.95153794,1.12E-12
c1347f4f45e992e9b051ff01237fd339,97.61,GCA_002872415.1,2,3.81031,3810310,-11.74599871,1.79E-12
c138416e9b24489a0b3510026cf8f45b,97.61,GCA_000014905.1,2,9.96564,9965640,-10.00622836,9.86E-11
c139944040fbdcb66042774377d268a2,96.414,GCA_002736205.1,5,5.37336,5373360,-11.12397526,7.52E-12
c139fd9cff63868da6c239626dac2f95,96.414,GCA_000014145.1,3,4.43322,4433220,-11.47200298,3.37E-12
c1418f928115732eac0e940471f85630,96.414,GCA_001499655.1,4,3.03037,3030370,-12.16043476,6.91E-13
c143a36a321436da2a8ded134f52698c,97.211,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
c14723c20742183699d567c8c7390aa1,98.406,GCA_000025345.1,3,5.3225,5322500,-11.14118471,7.22E-12
c14837e3b78dc07e69dcafa9c5786be8,96.414,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
c149836b107792a12c0821cd420daea6,99.203,GCA_003173015.1,3,3.05204,3052040,-12.14754075,7.12E-13
c14b2c5b9ca1b14f57cb603ff3d8c236,97.61,GCA_000024365.1,2,6.0603,6060300,-10.90627449,1.24E-11
c14c4904afcebd57bb02b4fea2ae1c2e,95.618,GCA_001638925.1,2,3.66056,3660560,-11.81855196,1.52E-12
c14e1424dfeb44798ad33bfb3892067c,97.521,GCA_000242255.3,4,3.60346,3603460,-11.84700123,1.42E-12
c1538b4eead0f8ba2f2f72267015159f,96.414,GCA_002240395.1,2,3.86517,3865170,-11.72013083,1.90E-12
c153ac117edcaece34ed5e1583448ab3,96.016,GCA_000024985.1,2,3.99376,3993760,-11.66090849,2.18E-12
c157757a5dd377e3438806326c13c8ab,96.813,GCA_000020565.1,1,1.88436,1884360,-13.02015051,9.55E-14
c1614a183dabb96029cdd860582a775e,100,GCA_000828915.1,2,2.62324,2623240,-12.42150823,3.79E-13
c165505d33aa79ec4c0316620ee869ca,95.618,GCA_000522985.1,2,7.47921,7479210,-10.52560114,2.98E-11
c165f3c82a9265f5f8379338a624a53a,98.008,GCA_001027285.1,3,12.4894,12489400,-9.597743437,2.52E-10
c168034b561242046b47cb5341d8d44b,98.406,GCA_001302585.1,3,11.7598,11759800,-9.706666935,1.96E-10
c1685fd6d4ff0a04542ac3692ff583ad,95.618,GCA_000255295.1,3,10.0806,10080600,-9.985473407,1.03E-10
c1781bd9d6d97261f6b79992eca12ef7,96.016,GCA_001638925.1,2,3.66056,3660560,-11.81855196,1.52E-12
c1792663703943171c4dc86a89bd596f,97.211,GCA_001548155.2,3,3.72663,3726630,-11.78618218,1.64E-12
c1793c13504eed311ef49bc0634c8917,100,GCA_000011605.1,7,5.06402,5064020,-11.23126912,5.87E-12
c184eabbc92d011dac2f1c1bc4f7ba0b,98.805,GCA_000725405.1,3,3.11364,3113640,-12.11138168,7.74E-13
c185d11b1784423da9fd10b8683c3bfe,98.008,GCA_000284015.1,3,4.87534,4875340,-11.29997955,5.01E-12
c18afcde156d134468b635007919493e,96.414,GCA_000007025.1,1,1.26876,1268760,-13.73591884,1.84E-14
c18bc5b5f998393dda47b031adab08b7,98.406,GCA_001653935.1,3,5.98776,5987760,-10.92806506,1.18E-11
c18e1566cc56b0b3cd7c2564f5938049,96.414,GCA_001263205.1,4,12.1915,12191500,-9.641428571,2.28E-10
c190e1611a838b399b9930f88c318a7f,98.805,GCA_001641005.1,2,3.35468,3354680,-11.97645375,1.06E-12
c19224a361cd7b8a8566ffd042afa664,96.414,GCA_000012685.1,4,9.13976,9139760,-10.1627717,6.87E-11
c193b46ccbb4ea041bcff2dcc1b498b1,98.805,GCA_003344965.1,6,8.45485,8454850,-10.30372539,4.97E-11
c19a322da2fb72a2d01cbdbc9cc1361b,96.414,GCA_000730285.1,1,2.95437,2954370,-12.20639631,6.22E-13
c19d8e2d0d3148ee2adff333042ed9cf,96.8,GCA_000511405.1,8,4.05601,4056010,-11.63292076,2.33E-12
c19e53ba5250bed3d51fd4cdb191040a,99.203,GCA_002257585.1,3,5.30134,5301340,-11.14839309,7.11E-12
c1a3a19d03425bda5ce414a82503a664,96.813,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
c1a48942aaa1b3ce66f55d26c1325108,95.618,GCA_000284015.1,3,4.87534,4875340,-11.29997955,5.01E-12
c1a65c039fbf0f3795b46a844c5310bf,97.222,GCA_000196675.1,3,7.30399,7303990,-10.56849929,2.70E-11
c1a9f4cd8a46e43550f5554477da4475,98.406,GCA_000389965.1,4,9.22805,9228050,-10.14537525,7.16E-11
c1ab78176e84cce938890888cec945f9,96.825,GCA_000242255.3,4,3.60346,3603460,-11.84700123,1.42E-12
c1b2dc79dd253efa39d74644efdd7b88,97.61,GCA_000024365.1,2,6.0603,6060300,-10.90627449,1.24E-11
c1b7f076d2ae3dc178ffb455ece56961,98.008,GCA_000145235.1,3,7.02556,7025560,-10.63882939,2.30E-11
c1b7fd3fb408ebab0bf7ca851589dbec,99.602,GCA_001708385.1,3,4.1428,4142800,-11.59460847,2.54E-12
c1c12c63a94ea776e26621a978c1ee46,96.016,GCA_001941625.1,3,7.12085,7120850,-10.61445068,2.43E-11
c1cca25a5115cf4c41aebadbcebcb00c,97.61,GCA_001653935.1,3,5.98776,5987760,-10.92806506,1.18E-11
c1ce953d8aa708a578b213ce57bdaf8a,96.429,GCA_000023925.1,2,2.78502,2785020,-12.31321534,4.86E-13
c1d3a74ebfb21010c6c133efc67a3991,96.016,GCA_001263205.1,4,12.1915,12191500,-9.641428571,2.28E-10
c1d466e5eaa9ed2454a575f4c1d51431,96.429,GCA_000327485.1,1,2.82086,2820860,-12.29007695,5.13E-13
c1d75bd845c62e1990ab7c6f112c8973,98.406,GCA_000024345.1,2,7.57949,7579490,-10.50150007,3.15E-11
c1dda4381b6214a08aac629315a3fe6c,96.443,GCA_000015265.1,2,5.29368,5293680,-11.15100965,7.06E-12
c1e11504e29b4354693f4da105022215,96.813,GCA_000024865.1,6,10.3695,10369500,-9.934342434,1.16E-10
c1e75b48673f4fdb4037b69db11c09f5,98.805,GCA_000024365.1,2,6.0603,6060300,-10.90627449,1.24E-11
c1e8c43cfcbacc320e10af6f560f1f50,96.016,GCA_000018685.1,8,4.84759,4847590,-11.31030883,4.89E-12
c1f3f7d416f78b58eece79c823e9799c,95.618,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
c1f46b60fa5137646d3f70481a3d54ea,98.016,GCA_000196675.1,3,7.30399,7303990,-10.56849929,2.70E-11
c1fca44e5dfb4b8b22b51a5415604a23,95.618,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
c1fdf263ddc78640e303c0b63803098d,98.805,GCA_001889125.1,2,3.40119,3401190,-11.95153794,1.12E-12
c20082cae4f96fa3d400a367621db2b0,98.016,GCA_001314995.1,5,6.47249,6472490,-10.78720255,1.63E-11
c201a6a263e32df14a632a0bab26d6d5,95.618,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
c203ae2b97ee234d2f2580031c2af69b,99.203,GCA_003612775.1,3,7.22847,7228470,-10.58730674,2.59E-11
c2072bbff715c4289f1d96a7bfd09d40,97.166,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
c207d1924b651a40aee3d0e5be460abd,95.618,GCA_000348725.1,1,2.65789,2657890,-12.39776249,4.00E-13
c20cc65653a3368e82071607ac46de67,96.016,GCA_001610855.1,3,9.04542,9045420,-10.18154693,6.58E-11
c20d8962f763ec4269953d229c8ab2d1,98.406,GCA_002749615.1,2,4.57726,4577260,-11.41414341,3.85E-12
c21308ecf07a8eff64faad713b714972,95.618,GCA_000009125.1,4,5.81092,5810920,-10.98231293,1.04E-11
c22604cc16ea80efe75eee8df9c76031,97.967,GCA_001922385.1,2,4.81924,4819240,-11.32092269,4.78E-12
c22aa64d5babe9b08626cc1d28acd485,96.813,GCA_001971605.1,4,3.93821,3938210,-11.68625471,2.06E-12
c231b1cb5bfe893821a28aae23a57a5e,95.635,GCA_001653935.1,3,5.98776,5987760,-10.92806506,1.18E-11
c232d7b84f65b240e58291aa69cd25e9,97.222,GCA_001610895.1,4,6.78466,6784660,-10.7019663,1.99E-11
c2375b20dfecca063f476855d1087450,97.61,GCA_000007025.1,1,1.26876,1268760,-13.73591884,1.84E-14
c239e1aca7aefb352d5ec812dc438753,100,GCA_000203835.1,6,9.05485,9054850,-10.17966142,6.61E-11
c239edcbce7b61907e802fda3c271c9b,99.602,GCA_001578185.1,14,5.52172,5521720,-11.07469008,8.42E-12
c23a906fd8f272997af321a2ed9f27f5,99.602,GCA_003030345.1,1,8.33396,8333960,-10.32978578,4.68E-11
c2413e0d791a80dd1549b025d9411c1c,97.61,GCA_003076475.1,6,4.22405,4224050,-11.55946229,2.76E-12
c241b5139331b54bb2948f35f10649c4,96.016,GCA_000525635.1,3,9.87493,9874930,-10.02277489,9.49E-11
c2425cbaf6bcdda460938b55510fb2c6,100,GCA_000283615.1,5,2.56272,2562720,-12.46374517,3.44E-13
c2450a076ede95a3c9f463eed1f3a123,98.81,GCA_000007065.1,3,4.09635,4096350,-11.61501226,2.43E-12
c255fbbb50ab5c405616e31cc1ced082,97.211,GCA_000253295.1,1,4.75753,4757530,-11.3442436,4.53E-12
c25b5e57a24d323f7e6782bdab25945d,98.008,GCA_001191005.1,7,6.36142,6361420,-10.81852471,1.52E-11
c25c58bdc3b3fed9108d45c4ed2b8e43,97.211,GCA_000522985.1,2,7.47921,7479210,-10.52560114,2.98E-11
c2623b62903afeaae54dd839e5c6edd2,98.008,GCA_001579945.1,1,3.46725,3467250,-11.91672851,1.21E-12
c266168eed590ff06a8a4a06df52d3ec,95.618,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
c26c667e9c87cc9799168871fb1e4511,98.805,GCA_000802205.2,3,3.43071,3430710,-11.93589996,1.16E-12
c26deafe04887f3a111c7a5fd7464ab9,99.602,GCA_001708385.1,3,4.1428,4142800,-11.59460847,2.54E-12
c272064986c82f3d5ad4e2c2d6b94bd9,97.61,GCA_001941625.1,3,7.12085,7120850,-10.61445068,2.43E-11
c277d182b67cddd45873bf5ed80c1368,100,GCA_000012305.1,4,2.6507,2650700,-12.40266426,3.96E-13
c285b12df17e57334955e0435cfc84c7,96.414,GCA_000058485.1,2,7.49793,7497930,-10.52107758,3.01E-11
c29007f2578abf4a22e1121683422b39,96.414,GCA_000092925.1,1,4.76502,4765020,-11.34139697,4.56E-12
c29d38006436cc798f4513d1aea7e18b,98.008,GCA_000730285.1,1,2.95437,2954370,-12.20639631,6.22E-13
c2a2653a239f23a7f4fefb862767e572,98.406,GCA_003074035.1,2,3.77264,3772640,-11.76397765,1.72E-12
c2a635e98d107e76092b0f36475bd016,96.032,GCA_000802205.2,3,3.43071,3430710,-11.93589996,1.16E-12
c2afa6632ae5330216cdc78bfec21fc3,100,GCA_000772045.1,6,8.27404,8274040,-10.34284327,4.54E-11
c2b1a846f56f4e9ae90d3b8bb2fbe829,99.203,GCA_000935025.1,2,5.22839,5228390,-11.17346677,6.71E-12
c2b570e72f76edf49affe4e0555fdec2,95.618,GCA_000730285.1,1,2.95437,2954370,-12.20639631,6.22E-13
c2bd049e6bd93766a3539df62b6fc107,95.6,GCA_002865995.1,17,3.58481,3584810,-11.85639107,1.39E-12
c2c015fb133a14a7d6a3be7db729b9e0,99.203,GCA_002257585.1,3,5.30134,5301340,-11.14839309,7.11E-12
c2cb071d137c03a25c0ef75a4ce85743,96.813,GCA_003076475.1,6,4.22405,4224050,-11.55946229,2.76E-12
c2d734db2af1a46c63929fd0b25a17b1,96.414,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
c2d8340d3b4cff291428ec52d40abf81,99.602,GCA_002257565.1,3,5.4658,5465800,-11.09310943,8.07E-12
c2de03892f099da4f4ef46dd89275059,98.008,GCA_001579945.1,1,3.46725,3467250,-11.91672851,1.21E-12
c2dec1d5b8b2197ae4a9dc832cb33c27,96.016,GCA_002950945.1,4,14.5576,14557600,-9.320459241,4.78E-10
c2e0ee4aaa2a9ce8432387e985a9e47f,98.805,GCA_001610855.1,3,9.04542,9045420,-10.18154693,6.58E-11
c2ee1b451ecde5683183e641e20c672d,95.618,GCA_001189295.1,3,11.3881,11388100,-9.764786366,1.72E-10
c2f8201153d6cb1a44a3f85a413d9814,99.203,GCA_001889125.1,2,3.40119,3401190,-11.95153794,1.12E-12
c2f89d84e56ab73c60ff6f01bae449b1,98.008,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
c2f9b7e8daee1f121874922c22feefb1,98.406,GCA_003312875.1,4,9.12144,9121440,-10.16640248,6.82E-11
c2fdc0287446f874f2e240f883204fac,99.203,GCA_002796605.1,2,5.03848,5038480,-11.24041859,5.75E-12
c2fe30e43a5317966f762085f9070f47,98.406,GCA_000025825.1,12,5.52319,5523190,-11.0742084,8.43E-12
c307a9857897dacfef6b33ad3b328267,96.414,GCA_001636925.1,2,3.26377,3263770,-12.02616856,9.42E-13
c308bad0cc82dc15f2e77e95998d1e35,95.635,GCA_000024525.1,4,8.49126,8491260,-10.29594942,5.06E-11
c31356d2a78dd1ebf470556b5729ad9e,98.805,GCA_000522985.1,2,7.47921,7479210,-10.52560114,2.98E-11
c31995de2e420645642531f01a3001f1,97.378,GCA_000730285.1,1,2.95437,2954370,-12.20639631,6.22E-13
c319b6f245ebaa642c970de3a7b89dfb,99.602,GCA_002285475.1,7,4.59898,4598980,-11.405577,3.93E-12
c31c934263d25f6240aea24f89ad2c0d,96.414,GCA_002285795.1,3,6.68973,6689730,-10.72746421,1.87E-11
c31dbf2b7f9b28e4023c25f971301be1,99.602,GCA_002157165.1,4,4.05802,4058020,-11.63202424,2.33E-12
c31f26de2a5ab8c442496a7d2f17309c,98.406,GCA_000015725.1,1,4.64364,4643640,-11.3880894,4.09E-12
c32070b4afb8e83dffe19597d957b704,96.414,GCA_000014905.1,2,9.96564,9965640,-10.00622836,9.86E-11
c324e3579ef1edde2f4d1895e90e95b3,96.825,GCA_002085715.1,3,3.27677,3276770,-12.01897517,9.57E-13
c3284c9592b97d4aa425aeecba4648da,98.519,GCA_000025825.1,12,5.52319,5523190,-11.0742084,8.43E-12
c331e5a58aeb04f80530afc90db38c09,98.406,GCA_002257565.1,3,5.4658,5465800,-11.09310943,8.07E-12
c33284c065b00828cec0a84ac039dd42,98.8,GCA_001908275.1,12,7.09824,7098240,-10.6202055,2.40E-11
c33553ea24548456942246a506b42784,100,GCA_000011025.1,3,2.2646,2264600,-12.6875354,2.05E-13
c337d433e674175f3d02a0950d7254c3,99.203,GCA_003597675.1,4,6.35124,6351240,-10.82142282,1.51E-11
c34f8ea0cdc60ba5d0b3865a1d2689b5,96.813,GCA_002240395.1,2,3.86517,3865170,-11.72013083,1.90E-12
c35184ab5c9e50cd958c3b068dcd1295,97.211,GCA_001548075.1,3,4.73277,4732770,-11.35368584,4.43E-12
c352c34aef2fd6cff3e5680d98cebbe3,96.825,GCA_002119765.1,1,5.97161,5971610,-10.93295235,1.17E-11
c35b5808465b942f2a6f9ddc09eaad63,98.406,GCA_000023825.1,3,5.16738,5167380,-11.19470667,6.39E-12
c35c2027c17771271c457a81498d697b,95.618,GCA_002849715.1,9,5.0327,5032700,-11.24249565,5.72E-12
c35d102a7ed683f9cfa1bf4edd88b188,99.602,GCA_000696485.1,6,4.07405,4074050,-11.62489019,2.37E-12
c35ddac5389685e6b9ec2daa4c4723c2,96.414,GCA_001579845.1,1,8.19389,8193890,-10.36045779,4.36E-11
c35e06257ea40f393467ced69a41ef8d,99.203,GCA_000801315.1,2,4.36003,4360030,-11.50212718,3.15E-12
c35fec9bed836b96f47f24a311d0af6e,96.414,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
c3608f5e63526af29972a3184058b01e,99.203,GCA_002752675.1,6,7.53006,7530060,-10.51333985,3.07E-11
c36aa0dfff6e62aa011c4625f34639ab,96.813,GCA_000015025.1,1,2.44354,2443540,-12.54991895,2.82E-13
c36ae6e485e76978febdb5ecbdb220c1,97.211,GCA_001596135.1,3,5.61802,5618020,-11.043403,9.05E-12
c36cac7fed0c7d2dfa27b5e9320f06f7,95.618,GCA_002355335.1,1,4.58624,4586240,-11.41059676,3.89E-12
c3738fee0ed314a15f8e7232c5b426bc,98.374,GCA_001922385.1,2,4.81924,4819240,-11.32092269,4.78E-12
c378bee0daa574f66bcc367a4a7b13dd,99.602,GCA_001518795.1,6,2.05433,2054330,-12.86387413,1.37E-13
c37b12b6adb751f31d03d1fa69cdb289,97.211,GCA_000014905.1,2,9.96564,9965640,-10.00622836,9.86E-11
c382ebc2149de58dcc7ad1b741f6b2f9,99.602,GCA_000412265.2,7,8.71619,8716190,-10.2486388,5.64E-11
c3838ab9cf8999273c765f00f260496d,96.032,GCA_001590605.1,6,5.95054,5950540,-10.93934842,1.15E-11
c384efec7af7c36331cc505b944e3a5d,96.414,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
c38657057d34d656bff328a17199e1d2,98.805,GCA_001542775.1,3,3.68973,3689730,-11.80418922,1.57E-12
c387679aaa952fcc4b7b7869e286ada0,98.008,GCA_000981565.1,1,3.96994,3969940,-11.67173357,2.13E-12
c388c49ca3412e680536927958358355,97.61,GCA_001579945.1,1,3.46725,3467250,-11.91672851,1.21E-12
c38c0ee257ce12dffa266288d47f3ca4,97.61,GCA_000284015.1,3,4.87534,4875340,-11.29997955,5.01E-12
c38f4835cf023de91d4159cd401e4cd9,99.602,GCA_000230895.3,2,6.41574,6415740,-10.80313852,1.57E-11
c3914bfdee43334f06b4c48fa8783318,99.602,GCA_000262325.2,6,6.01955,6019550,-10.91848322,1.21E-11
c392e6fafabbe58c3c1c936e809492fd,97.6,GCA_000758545.1,10,6.76588,6765880,-10.70698212,1.96E-11
c394f4c06b11302199b41fab47bdf98d,96.016,GCA_000786695.1,3,5.64497,5644970,-11.03474317,9.23E-12
c39633b375fad174a781c323659256ca,98.008,GCA_000016765.1,2,5.91525,5915250,-10.95011207,1.12E-11
c39c75dc7b59f016c7f528291e1ea320,96.414,GCA_000255295.1,3,10.0806,10080600,-9.985473407,1.03E-10
c3a598a418857d55412e8faa14cd5349,95.635,GCA_000695095.2,2,4.71655,4716550,-11.35989816,4.37E-12
c3a92e6a260a342d6a7713cbd4bd93bc,96.414,GCA_000023105.1,2,4.66918,4669180,-11.3781641,4.19E-12
c3af8540642e0325e5d47ab98b2669d4,97.61,GCA_000013705.1,2,2.97152,2971520,-12.19592226,6.37E-13
c3b78ce4f3b998aace2d7e0d98e29588,98.406,GCA_000521525.1,1,0.651306,651306,-14.94256217,1.14E-15
c3c8790000e8af184ba34b02f8a76df2,95.618,GCA_000024345.1,2,7.57949,7579490,-10.50150007,3.15E-11
c3ce155817c26af3ad065c73cd8370fc,98.008,GCA_000143225.1,3,5.51389,5513890,-11.07725793,8.37E-12
c3d03104fbed9db2c44c8c5dd93f945a,95.618,GCA_000695095.2,2,4.71655,4716550,-11.35989816,4.37E-12
c3d5ce6a35afcaf6c7cadf3ff66cc0e8,99.203,GCA_001402915.1,2,5.03299,5032990,-11.24239139,5.72E-12
c3d6d74583e781c14c056d5717d865f4,96.813,GCA_000018005.1,3,8.98204,8982040,-10.1942709,6.39E-11
c3d82d96bd4a6edfb72299fe2aa2daeb,97.211,GCA_000284015.1,3,4.87534,4875340,-11.29997955,5.01E-12
c3dc9211d1757dbb4e9cbc4f8337a11d,95.618,GCA_001941945.1,5,5.41246,5412460,-11.11085542,7.75E-12
c3dff53c3736fee7b77e2e81863dc6d4,96.414,GCA_001562255.1,1,5.51035,5510350,-11.07842006,8.35E-12
c3e90944a09c9493cd0ab428004a2db0,96.016,GCA_000016425.1,3,5.18333,5183330,-11.18912975,6.47E-12
c3ed9259f43986078e373b2af8302182,96.414,GCA_002310495.1,1,4.73045,4730450,-11.3545731,4.42E-12
c3f251e98fa7035e26f815a68e447468,98.805,GCA_001518795.1,6,2.05433,2054330,-12.86387413,1.37E-13
c3f437e94320300cb73390b3142abd9b,95.618,GCA_000255295.1,3,10.0806,10080600,-9.985473407,1.03E-10
c3f8ea8be71c9bf58b13d03d7e4b8f21,96.8,GCA_000961095.1,9,5.74997,5749970,-11.00139342,9.97E-12
c3fa17c6c2e748806a501df9b64c85af,96.414,GCA_003030345.1,1,8.33396,8333960,-10.32978578,4.68E-11
c3fcda2145db7f3f84914f4bebca62a7,97.211,GCA_000058485.1,2,7.49793,7497930,-10.52107758,3.01E-11
c3ff981c4d003a24ed0ce2a9273e5d9d,100,GCA_000144405.1,4,3.16828,3168280,-12.07990185,8.32E-13
c400b7aa0df0bc652b8f77aaadae9810,96.016,GCA_000014185.1,1,3.22575,3225750,-12.04737206,8.97E-13
c416b719eaf77b50e48d8f64780806b6,96.414,GCA_003030345.1,1,8.33396,8333960,-10.32978578,4.68E-11
c41898f82d753dceb835b114ec211239,95.6,GCA_001685395.1,10,4.9859,4985900,-11.25940182,5.50E-12
c41bd2d1199ad157646dadc379a8ccf0,96.016,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
c41ccaf977df1677877639e39f46939a,99.203,GCA_001027285.1,3,12.4894,12489400,-9.597743437,2.52E-10
c41cde44e911f048732d58286948f4a6,98.406,GCA_000215705.1,1,4.07019,4070190,-11.62660549,2.36E-12
c41d92ec4191caed3cfbb86182efaa15,98.805,GCA_001679725.1,3,4.35123,4351230,-11.50578317,3.12E-12
c41fd943312386d04f354533b3f9bc11,96.414,GCA_001602455.1,2,3.38709,3387090,-11.95905526,1.10E-12
c423a00d3366c221a913a4f5d4a7cbe1,100,GCA_000063585.1,9,3.90326,3903260,-11.7023855,1.98E-12
c42479ec7fe48ed4b89ec6965614a611,99.602,GCA_000017265.1,1,4.37923,4379230,-11.49417602,3.20E-12
c4255d5b50e8382d8a975eb839415e09,96.016,GCA_000019965.1,1,5.95761,5957610,-10.93719971,1.16E-11
c42916bbbbbda1ce33e716da80278b6b,95.618,GCA_000253035.1,3,3.07238,3072380,-12.13552113,7.32E-13
c42f78fb1e554fa3739155cf173ff5c5,97.61,GCA_002741015.1,4,9.63105,9631050,-10.06802651,8.55E-11
c4311165332ac8c17ce70c8494277a4f,96.016,GCA_000255295.1,3,10.0806,10080600,-9.985473407,1.03E-10
c43c3eff2996a056c3bf4e392138305c,97.211,GCA_000013385.1,2,5.01348,5013480,-11.24941964,5.63E-12
c43f1ad724efa5fd9b5e19462e6fdaa3,96.813,GCA_000016425.1,3,5.18333,5183330,-11.18912975,6.47E-12
